Location,Bees,Bird,Bryophytes,Butterflies,Carabids,Hoverflies,Isopods,Ladybirds,Macromoths,Grasshoppers_._Crickets,Vascular_plants,Easting,Northing,dominantLandClass,ecologicalStatus,period
NT75,0.210714286,0.849434141,0.769010863,0.78515625,0.581264108,0.800761421,0.765765766,0.74025974,0.833587205,0.733333333,0.879641765,370000,650000,19s,0.722629898,Y70
NT76,0.228571429,0.853135892,0.785877644,0.70703125,0.413092551,0.729695431,0.351351351,0.688311688,0.748286367,0.716666667,0.854303189,370000,660000,19s,0.643302133,Y70
NT77,0.648148148,0.870602093,0.826287979,0.796078431,0.481837607,0.825977301,0.863636364,0.926605505,0.770491803,0.559322034,0.838313549,370000,670000,26s,0.764300074,Y70
NT80,0.291512915,0.847164213,0.951932446,0.639534884,0.859673025,0.808888889,0.335664336,0.540540541,0.801152738,0.981481481,0.873107426,380000,600000,22e,0.720968445,Y70
NT81,0.585585586,0.81984503,0.893776182,0.603846154,0.841514727,0.755555556,0.448979592,0.705882353,0.861344538,0.981132075,0.848549186,380000,610000,23e,0.758728271,Y70
NT82,0.346938776,0.898515835,0.985737977,0.887931034,1,0.85786802,0.620689655,0.544554455,0.907715582,0.849056604,0.809045226,380000,620000,27s,0.791641197,Y70
NT83,0.362831858,0.887578021,0.76993865,0.728522337,0.76581576,0.736778846,0.740740741,0.712871287,0.70884901,0.693548387,0.929309632,380000,630000,25e,0.730616775,Y70
NT84,0.597701149,0.902780777,0.815013405,0.99122807,0.924285714,0.72,0.684210526,0.808080808,0.853418965,0.784313725,0.894392917,380000,640000,25s,0.815947823,Y70
NT85,0.455938697,0.887617784,0.807975871,0.938596491,0.777142857,0.688235294,0.611842105,0.757575758,0.816773706,0.725490196,0.879215852,380000,650000,25s,0.758764056,Y70
NT86,0.4,0.857066433,0.825538972,0.836206897,0.847094801,0.803299492,0.827586207,0.653465347,0.799924357,0.830188679,0.927463404,380000,660000,27s,0.782530417,Y70
NT87,0.476702509,0.880779731,1,0.760617761,0.563953488,0.686980609,0.961538462,0.831775701,0.866188265,0.508196721,0.833801123,380000,670000,7s,0.76095767,Y70
NT90,0.197826087,0.866068518,0.779558512,0.554487179,0.657200811,0.571274298,0.48125,0.306451613,0.590592334,0.347826087,0.70502575,390000,600000,16e,0.550687381,Y70
NT91,0.63963964,0.85138432,0.884500299,0.646153846,0.92286115,0.76,0.5,0.779411765,0.73223835,0.943396226,0.843595188,390000,610000,23e,0.773016435,Y70
NT92,0.163636364,0.922499306,0.875892857,0.683168317,0.85046729,0.728285078,0.53125,0.515151515,0.689400922,0.671875,0.745306633,390000,620000,19e,0.670630298,Y70
NT93,0.340707965,0.898722725,0.764723926,0.683848797,0.775804661,0.788461538,0.674074074,0.683168317,0.706373762,0.709677419,0.950186027,390000,630000,25e,0.72506811,Y70
NT94,0.699115044,0.868390596,0.741411043,0.786941581,0.705882353,0.721153846,0.77037037,0.762376238,0.700804455,0.661290323,0.88838363,390000,640000,25e,0.755101771,Y70
NT95,0.657142857,0.877355531,0.814262023,1,0.785932722,0.757614213,0.710344828,0.97029703,0.850226929,0.603773585,0.952152065,390000,650000,27s,0.81628198,Y70
NT96,0.625925926,0.853639264,0.799537649,0.780392157,0.551282051,0.596469105,0.88961039,0.944954128,0.844262295,0.525423729,0.857756856,390000,660000,26s,0.751750323,Y70
NU00,0.206521739,0.90217021,0.725128515,0.551282051,0.703853955,0.640388769,0.4875,0.483870968,0.62688734,0.282608696,0.72012076,400000,600000,16e,0.575484819,Y70
NU01,0.193478261,0.912924307,0.67553674,0.615384615,0.751521298,0.640388769,0.575,0.540322581,0.6242741,0.311594203,0.766293731,400000,610000,16e,0.600610782,Y70
NU02,0.389380531,0.896177401,0.712883436,0.687285223,0.805771365,0.710336538,0.644444444,0.683168317,0.670792079,0.693548387,0.895411327,400000,620000,25e,0.708109004,Y70
NU03,0.495575221,0.887491011,0.747852761,0.721649485,0.79800222,0.811298077,0.903703704,0.792079208,0.709467822,0.709677419,0.947085573,400000,630000,25e,0.774898409,Y70
NU04,0.681415929,0.880920133,0.746319018,0.666666667,0.750277469,0.591346154,0.977777778,1,0.738861386,0.580645161,0.911947086,400000,640000,25e,0.77510698,Y70
NU05,0.140301318,0.745426705,0.859280484,0.436915888,0.398734177,0.367161716,0.511627907,0.469483568,0.571945047,0.164251208,0.80471996,400000,650000,8e,0.497258907,Y70
NU10,0.420353982,0.884621755,0.656134969,0.615120275,0.750277469,0.745192308,0.651851852,0.475247525,0.66460396,0.661290323,0.86233981,410000,600000,25e,0.671548566,Y70
NU11,0.398230088,0.886368259,0.676993865,0.76975945,0.73917869,0.753605769,0.681481481,0.524752475,0.65779703,0.661290323,0.869367507,410000,610000,25e,0.692620449,Y70
NU12,0.424778761,0.876155512,0.712883436,0.670103093,0.736958935,0.686298077,0.651851852,0.445544554,0.658725248,0.693548387,0.926415874,410000,620000,25e,0.680296703,Y70
NU13,0.650442478,0.88912744,0.746932515,0.659793814,0.806881243,0.682692308,1,0.940594059,0.754022277,0.612903226,0.936130632,410000,630000,25e,0.789047272,Y70
NU14,0.134986226,0.942228237,0.931935373,0.47826087,0.472160356,0.552631579,0.558823529,0.452914798,0.587747132,0.172248804,0.857168079,410000,640000,7e,0.558282271,Y70
NU20,0.116312057,0.906514424,0.809803245,0.639204545,0.763800905,0.637681159,0.83030303,0.615853659,0.713218391,0.355371901,0.934057256,420000,600000,10e,0.665647325,Y70
NU21,0.137588652,0.918255911,0.846738005,0.71875,0.742986425,0.682065217,0.854545455,0.62804878,0.712068966,0.330578512,0.934057256,420000,610000,10e,0.682334835,Y70
NU22,0.46460177,0.874221359,0.763496933,0.676975945,0.801331853,0.669471154,1,0.900990099,0.753712871,0.580645161,0.977883423,420000,620000,25e,0.769393688,Y70
NU23,0.119375574,0.867589142,0.785837057,0.463768116,0.528582034,0.510526316,0.550420168,0.417040359,0.591164267,0.172248804,0.827507062,420000,630000,7e,0.530368991,Y70
NW95,0.684587814,0.944663765,0.847760061,0.752895753,0.768895349,0.655124654,0.415384615,0.542056075,0.684677079,0.770491803,0.870890136,190000,550000,7s,0.721584282,Y70
NW96,0.363636364,0.943784305,0.713694377,0.80608365,0.579120879,0.527431421,0.390977444,0.6875,0.887129517,0.758064516,0.895564516,190000,560000,13s,0.686635181,Y70
NW97,0.332167832,0.878097127,0.737150742,0.74904943,0.552747253,0.523690773,0.368421053,0.7625,0.861956963,0.741935484,0.883669355,190000,570000,13s,0.671944183,Y70
NX03,0.297491039,0.917393738,0.782839787,0.791505792,0.706395349,0.588642659,0.684615385,0.53271028,0.784297172,0.754098361,0.927225341,200000,530000,7s,0.706110446,Y70
NX04,0.797202797,0.917272727,0.68851328,0.756653992,0.614285714,0.682044888,0.751879699,0.75,0.842062525,0.758064516,0.933266129,200000,540000,13s,0.771931479,Y70
NX05,0.877622378,0.967798027,0.700241463,0.802281369,0.630769231,0.674563591,0.721804511,0.775,0.911896062,0.774193548,0.919153226,200000,550000,13s,0.795938491,Y70
NX06,0.912587413,0.999739494,0.728182132,0.817490494,0.626373626,0.69201995,0.631578947,0.8,0.905399919,0.774193548,0.88608871,200000,560000,13s,0.79760493,Y70
NX07,1,0.96480987,0.763472088,0.915254237,1,0.807553957,0.53125,0.631578947,0.922277799,1,1,200000,570000,18s,0.866926991,Y70
NX08,0.702508961,0.988867185,0.810933941,0.83011583,0.811046512,0.699445983,0.376923077,0.654205607,0.997045167,0.770491803,0.861868484,200000,580000,7s,0.773041141,Y70
NX09,0.23297491,0.771953212,0.966970387,0.768339768,0.728197674,0.468144044,0.361538462,0.504672897,0.625580414,0.770491803,0.829591018,200000,590000,7s,0.638950417,Y70
NX13,0.971326165,1,0.755504935,0.776061776,0.893895349,0.879501385,0.723076923,0.570093458,0.931616716,0.786885246,0.952085004,210000,530000,7s,0.840004269,Y70
NX14,0.548387097,0.932057389,0.77904328,0.791505792,0.815406977,0.74099723,0.723076923,0.53271028,0.885183622,0.754098361,0.960705694,210000,540000,7s,0.769379331,Y70
NX15,0.940559441,1,0.7412901,0.809885932,0.656043956,0.74563591,0.669172932,0.8,0.923670321,0.822580645,0.934475806,210000,550000,13s,0.822119549,Y70
NX16,0.342657343,0.945130789,0.799931011,0.878326996,0.552747253,0.497506234,0.390977444,0.575,0.876979294,0.741935484,0.859475806,210000,560000,13s,0.678242514,Y70
NX17,0.379591837,0.864534207,0.750242014,0.974576271,0.834797891,0.663669065,0.572916667,0.377192982,0.742978068,0.958333333,0.938925681,210000,570000,18s,0.732523456,Y70
NX18,0.884615385,0.966630575,0.816143498,0.80608365,0.627472527,0.648379052,0.496240602,0.9375,0.952902964,0.790322581,0.827822581,210000,580000,13s,0.795828492,Y70
NX19,0.716783217,0.927159091,0.771300448,0.844106464,0.634065934,0.642144638,0.360902256,0.8875,0.970361348,0.758064516,0.833064516,210000,590000,13s,0.758677493,Y70
NX24,0.430107527,0.89001405,0.787775247,0.799227799,0.74127907,0.739612188,0.661538462,0.504672897,0.875052765,0.754098361,0.923015237,220000,540000,7s,0.736944873,Y70
NX25,0.933566434,0.97469018,0.77509486,0.855513308,0.679120879,0.769326683,0.676691729,0.8125,0.964677223,0.838709677,0.869758065,220000,550000,13s,0.831786276,Y70
NX26,0.379591837,0.892333606,0.789386401,0.99137931,0.735474006,0.480964467,0.331034483,0.465346535,0.75,0.867924528,0.867161896,220000,560000,27s,0.686417915,Y70
NX27,0.355555556,0.866256063,0.788309115,0.901960784,0.512820513,0.436317781,0.324675325,0.412844037,0.739567809,0.779661017,0.752762996,220000,570000,26s,0.624611909,Y70
NX28,0.379591837,0.917657778,0.77863827,0.957627119,0.804920914,0.544964029,0.427083333,0.394736842,0.72489419,0.979166667,0.936472897,220000,580000,18s,0.713250352,Y70
NX29,0.334693878,1,0.743465634,0.957627119,0.799648506,0.598920863,0.46875,0.48245614,0.79569065,0.979166667,0.98479274,220000,590000,18s,0.740473836,Y70
NX33,0.340501792,0.862290532,0.780182232,0.745173745,0.752906977,0.786703601,0.7,0.579439252,0.654706627,0.786885246,0.947273456,230000,530000,7s,0.721460315,Y70
NX34,0.965034965,0.92972663,0.705070714,0.802281369,0.596703297,0.78553616,0.714285714,0.7875,0.908241981,0.822580645,0.94375,230000,540000,13s,0.814610134,Y70
NX35,0.328671329,0.926171741,0.792687133,0.870722433,0.535164835,0.528678304,0.406015038,0.5625,0.855866829,0.741935484,0.862298387,230000,550000,13s,0.673701047,Y70
NX36,0.403703704,0.951242082,0.765521797,0.878431373,0.53525641,0.564943253,0.292207792,0.495412844,0.807749627,0.796610169,0.856733524,230000,560000,26s,0.667982961,Y70
NX37,0.374074074,0.962818223,0.792932629,0.882352941,0.549145299,0.513240858,0.331168831,0.431192661,0.814828614,0.779661017,0.769954973,230000,570000,26s,0.654670011,Y70
NX38,0.339285714,0.869494169,0.67238422,0.85546875,0.55530474,0.435279188,0.45045045,0.324675325,0.712871287,0.716666667,0.773700306,230000,580000,19s,0.609598256,Y70
NX39,0.228571429,0.857496392,0.733785092,0.86440678,0.845342707,0.535971223,0.5,0.219298246,0.532127741,0.9375,0.843267108,230000,590000,18s,0.64525152,Y70
NX43,1,0.916271441,0.71438427,0.935361217,0.626373626,0.840399002,0.947368421,0.7875,0.835972391,0.903225806,1,240000,530000,13s,0.864259652,Y70
NX44,0.940559441,0.925718268,0.709555019,0.91634981,0.645054945,0.815461347,0.827067669,0.6875,0.916768169,0.887096774,0.981048387,240000,540000,13s,0.841107257,Y70
NX45,0.965034965,0.965207976,0.71645395,0.912547529,0.60989011,0.882793017,0.744360902,0.775,0.870077142,0.967741935,0.953629032,240000,550000,13s,0.851157869,Y70
NX46,1,0.970476963,0.75,0.941176471,0.539529915,0.882723834,0.642857143,0.596330275,0.846125186,1,0.880679492,240000,560000,26s,0.822718116,Y70
NX47,0.342857143,0.926489952,0.638650658,0.84765625,0.566591422,0.517766497,0.405405405,0.402597403,0.789794364,0.716666667,0.745958934,240000,570000,19s,0.627312245,Y70
NX48,0.55952381,0.952316818,0.610943912,0.972850679,0.893115942,0.55801105,0.709677419,0.568181818,0.781684699,1,0.986537899,240000,580000,24s,0.781167641,Y70
NX49,0.221428571,0.84632084,0.635220126,0.828125,0.529345372,0.442893401,0.396396396,0.298701299,0.550647372,0.583333333,0.723023154,240000,590000,19s,0.550494079,Y70
NX54,1,0.974787247,0.837129841,0.976833977,0.776162791,1,0.976923077,0.598130841,0.92992824,1,0.958901363,250000,540000,7s,0.911708852,Y70
NX55,1,0.959658333,0.694682676,0.9609375,0.670428894,0.922588832,0.90990991,0.909090909,0.81721249,1,1,250000,550000,19s,0.894955413,Y70
NX56,0.317857143,0.976302767,0.660663236,0.86328125,0.519187359,0.616751269,0.351351351,0.519480519,0.901370906,0.733333333,0.811271298,250000,560000,19s,0.660986403,Y70
NX57,0.328571429,0.92194264,0.660949114,0.828125,0.546275395,0.60786802,0.36036036,0.363636364,0.774181264,0.7,0.788553954,250000,570000,19s,0.625496685,Y70
NX58,0.364754098,0.966554883,0.72416,0.963636364,0.726865672,0.54368932,0.460674157,0.323809524,0.916319576,0.814814815,0.844065353,250000,580000,22s,0.695394887,Y70
NX59,0.274590164,0.909851837,0.73536,0.927272727,0.644776119,0.525350593,0.404494382,0.304761905,0.84778493,0.814814815,0.809226333,250000,590000,22s,0.654389437,Y70
NX64,0.951048951,0.927241638,0.731631597,0.988593156,0.736263736,0.885286783,1,0.775,0.918798214,0.983870968,0.980846774,260000,540000,13s,0.898052892,Y70
NX65,0.965034965,0.989555103,0.73335633,0.946768061,0.672527473,0.89276808,0.789473684,0.8625,0.932196508,0.967741935,0.957862903,260000,550000,13s,0.882707731,Y70
NX66,0.72962963,0.98101035,0.785336856,0.905882353,0.543803419,0.838587642,0.597402597,0.513761468,0.949701937,0.881355932,0.873516169,260000,560000,26s,0.781817123,Y70
NX67,1,0.988620068,0.736220472,1,0.838709677,0.81042654,0.7,0.509090909,0.98936978,0.941176471,0.922865596,260000,570000,28s,0.857861774,Y70
NX68,0.416988417,0.982441972,0.769685039,0.97008547,0.806451613,0.714454976,0.308333333,0.409090909,1,0.901960784,0.827345731,260000,580000,28s,0.736985295,Y70
NX69,0.241803279,0.925593901,0.74048,0.909090909,0.686567164,0.569579288,0.393258427,0.39047619,0.942067399,0.851851852,0.810908217,260000,590000,22s,0.678334239,Y70
NX74,0.912587413,0.940504931,0.727837185,1,0.868131868,0.876558603,0.992481203,0.8,0.951684937,0.983870968,0.988306452,270000,540000,13s,0.912905778,Y70
NX75,0.862962963,0.98238427,0.71334214,0.933333333,0.666666667,0.899117276,0.707792208,0.614678899,0.966840537,0.762711864,0.957020057,270000,550000,26s,0.82425911,Y70
NX76,0.885185185,0.987314033,0.661492734,0.929411765,0.58974359,0.912988651,0.701298701,0.486238532,0.910208644,0.813559322,0.978714695,270000,560000,26s,0.805105078,Y70
NX77,0.542857143,0.994574033,0.71774461,0.982758621,0.767584098,0.934010152,0.248275862,0.475247525,1,0.830188679,0.954773869,270000,570000,27s,0.768001327,Y70
NX78,0.299180328,1,0.74784,1,0.702985075,0.646170442,0.404494382,0.438095238,0.983339644,0.796296296,0.865689572,270000,580000,22s,0.716735543,Y70
NX79,0.168032787,0.98202949,0.77216,0.936363636,0.464179104,0.573894283,0.382022472,0.361904762,0.937145021,0.722222222,0.878904373,270000,590000,22s,0.652623468,Y70
NX84,0.935483871,0.9929943,0.86864085,1,1,0.998614958,0.969230769,0.588785047,1,1,1,280000,540000,7s,0.941249981,Y70
NX85,0.898601399,0.959184177,0.801655743,0.980988593,1,0.882793017,0.954887218,0.9,1,1,0.997580645,280000,550000,13s,0.943244617,Y70
NX86,0.907407407,0.969377617,0.688243065,0.941176471,0.701923077,0.863808323,0.435064935,0.513761468,0.919150522,0.796610169,0.955996725,280000,560000,26s,0.790229071,Y70
NX87,0.432653061,1,0.714096186,0.982758621,0.711009174,0.846446701,0.255172414,0.356435644,0.973903177,0.735849057,0.989075814,280000,570000,27s,0.72703635,Y70
NX88,0.316602317,0.960305364,0.634514436,0.935897436,0.580645161,0.880331754,0.283333333,0.290909091,0.959377373,0.745098039,0.946745562,280000,580000,28s,0.684887261,Y70
NX89,0.332046332,0.960364024,0.586614173,0.948717949,0.585483871,0.866113744,0.291666667,0.272727273,0.960516325,0.823529412,0.913144548,280000,590000,28s,0.685538574,Y70
NX90,0.106403013,0.780930233,0.803565743,0.60046729,0.601969058,0.51980198,0.660465116,0.169014085,0.568088696,0.285024155,0.804387569,290000,500000,8e,0.536374267,Y70
NX91,0.27991453,0.897782345,0.783210035,0.730205279,0.987628866,0.636949517,0.802197802,0.507042254,0.775094559,0.382978723,0.802671119,290000,510000,13e,0.689606821,Y70
NX92,0.557692308,0.884221184,0.788678032,0.744868035,0.927835052,0.68528464,0.791208791,0.394366197,0.732906605,0.368794326,0.819365609,290000,520000,13e,0.699565525,Y70
NX93,0.113865932,0.802292438,0.969405294,0.603864734,0.628804751,0.703157895,0.546218487,0.313901345,0.609226263,0.244019139,0.882768362,290000,530000,7e,0.583411331,Y70
NX95,0.762237762,0.964973199,0.854777509,0.97338403,0.973626374,0.891521197,0.947368421,0.95,0.952496955,0.967741935,0.997177419,290000,550000,13s,0.930482255,Y70
NX96,0.571428571,0.999076983,0.69897084,1,1,0.894670051,1,1,0.839680122,0.983333333,0.990607252,290000,560000,19s,0.907069741,Y70
NX97,0.462962963,0.986022905,0.681307794,1,0.860042735,0.836065574,0.590909091,0.651376147,0.855439642,0.983050847,0.974826034,290000,570000,26s,0.807454885,Y70
NX98,0.38996139,0.949441845,0.664370079,0.948717949,0.664516129,0.913507109,0.316666667,0.281818182,0.943432043,0.745098039,1,290000,580000,28s,0.710684494,Y70
NX99,0.282786885,0.968745432,0.83712,0.968181818,0.449253731,0.788565264,0.382022472,0.247619048,0.947747066,0.685185185,0.974531475,290000,590000,22s,0.684705307,Y70
NY00,0.217948718,0.971380007,0.839176584,0.80058651,0.989690722,0.810955961,0.862637363,0.464788732,0.898748909,0.411347518,0.790317195,300000,500000,13e,0.732507111,Y70
NY01,0.188679245,0.931526478,0.865448007,0.919014085,0.759259259,0.730769231,0.565789474,0.538461538,0.913057125,0.565217391,1,300000,510000,18e,0.725201985,Y70
NY02,0.163043478,0.901955338,0.753553069,0.801282051,0.919878296,0.706263499,0.88125,0.782258065,0.789198606,0.362318841,0.846563665,300000,520000,16e,0.718869537,Y70
NY03,0.202991453,0.909640527,0.762946285,0.697947214,0.968041237,0.646616541,0.879120879,0.535211268,0.741635147,0.361702128,0.80066778,300000,530000,13e,0.682410951,Y70
NY04,0.228632479,0.877371447,0.756513348,0.721407625,0.934020619,0.65735768,0.752747253,0.485915493,0.686936282,0.354609929,0.812854758,300000,540000,13e,0.660760628,Y70
NY05,0.0913371,0.770256598,0.948424069,0.577102804,0.613220816,0.599009901,0.590697674,0.356807512,0.550735117,0.246376812,0.816353665,300000,550000,8e,0.560029279,Y70
NY06,0.503496503,0.955660377,0.890307002,0.954372624,0.935164835,1,0.729323308,1,0.974015428,0.85483871,0.993951613,300000,560000,13s,0.890102764,Y70
NY07,0.362962963,0.932793197,0.709379128,0.874509804,0.564102564,0.95964691,0.474025974,0.394495413,0.937779434,0.694915254,0.962341384,300000,570000,26s,0.715177457,Y70
NY08,0.413127413,0.964007194,0.657808399,0.982905983,0.980645161,0.855450237,0.6,0.5,0.963553531,0.862745098,0.975063398,300000,580000,28s,0.795936947,Y70
NY09,0.274131274,0.925343289,0.867125984,0.905982906,0.483870968,0.832938389,0.283333333,0.272727273,0.948367502,0.725490196,0.934911243,300000,590000,28s,0.677656578,Y70
NY10,0.219339623,0.945668963,0.965238238,0.919014085,0.744855967,0.721153846,0.585526316,0.531468531,0.828311362,0.576086957,0.86179868,310000,500000,18e,0.718042052,Y70
NY11,0.202830189,0.913345541,0.928678454,0.894366197,0.723251029,0.650641026,0.578947368,0.433566434,0.746704331,0.543478261,0.880363036,310000,510000,18e,0.68147017,Y70
NY12,0.226415094,0.944415178,0.894216362,0.908450704,0.754115226,0.713675214,0.565789474,0.538461538,0.835844319,0.565217391,0.962665017,310000,520000,18e,0.719024138,Y70
NY13,0.158695652,0.912753458,0.750831569,0.769230769,0.893509128,0.686825054,0.65625,0.758064516,0.81039489,0.326086957,0.834487658,310000,530000,16e,0.687011786,Y70
NY14,0.177350427,0.923693347,0.761338051,0.680351906,0.980412371,0.634801289,0.873626374,0.753521127,0.747163224,0.312056738,0.783639399,310000,540000,13e,0.693450387,Y70
NY15,0.217948718,0.924170959,0.770665809,0.712609971,0.931958763,0.740064447,0.747252747,0.563380282,0.720104743,0.361702128,0.812186978,310000,550000,13e,0.68200414,Y70
NY16,0.433333333,0.952865425,0.797225892,0.976470588,0.990384615,0.928121059,0.675324675,0.825688073,0.903874814,0.898305085,1,310000,560000,26s,0.852872142,Y70
NY17,0.325925926,0.933626352,0.738110964,0.858823529,0.675213675,0.958385876,0.5,0.412844037,0.957153502,0.745762712,0.946786738,310000,570000,26s,0.732057574,Y70
NY18,0.375510204,0.963292276,0.736318408,0.978448276,0.905198777,0.912436548,0.468965517,0.504950495,0.985249622,0.849056604,1,310000,580000,27s,0.789038793,Y70
NY19,0.216216216,0.922993768,0.865813648,0.948717949,0.682258065,0.72985782,0.341666667,0.290909091,0.962794229,0.764705882,0.931952663,310000,590000,28s,0.696171454,Y70
NY20,0.747747748,0.972348453,0.989527229,0.957692308,0.935483871,0.888888889,0.87755102,0.882352941,0.887318564,0.981132075,0.977117245,320000,500000,23e,0.917923668,Y70
NY21,0.837837838,0.99395927,0.966187911,0.992307692,1,0.980740741,0.918367347,0.985294118,0.964094729,1,1,320000,510000,23e,0.967162695,Y70
NY22,0.235849057,0.952308756,0.928678454,0.933098592,0.769547325,0.777777778,0.605263158,0.531468531,0.921217828,0.586956522,0.950907591,320000,520000,18e,0.744824872,Y70
NY23,0.155555556,0.950267253,0.869047619,0.831683168,0.86682243,0.760579065,0.525,0.553030303,0.880491551,0.828125,0.939924906,320000,530000,19e,0.741866077,Y70
NY24,0.138888889,0.930988279,0.771630749,0.648093842,0.880412371,0.606874329,0.620879121,0.64084507,0.81029968,0.290780142,0.766777963,320000,540000,13e,0.646042767,Y70
NY25,0.117521368,0.933386065,0.759086523,0.651026393,0.968041237,0.709989259,0.697802198,0.626760563,0.754437009,0.319148936,0.77245409,320000,550000,13e,0.664513967,Y70
NY26,0.37037037,0.927425372,0.761889036,0.933333333,1,0.955863808,0.675324675,0.926605505,0.934053651,0.796610169,0.987310684,320000,560000,26s,0.842616964,Y70
NY27,0.249042146,0.957156404,0.779490617,0.833333333,0.765714286,0.817647059,0.388157895,0.393939394,0.894219872,0.803921569,0.975337268,320000,570000,25s,0.714359986,Y70
NY28,0.207142857,0.863019063,0.761863922,0.6640625,0.463882619,0.676395939,0.306306306,0.454545455,0.8229246,0.6,0.876583661,320000,580000,19s,0.608793357,Y70
NY29,0.262295082,0.90928119,0.87264,0.827272727,0.67761194,0.57605178,0.516853933,0.266666667,0.857251041,0.703703704,0.937049495,320000,590000,22s,0.673334324,Y70
NY30,0.2,0.991935115,0.998809524,0.914191419,0.90771028,0.832962138,0.55625,0.575757576,0.95453149,0.875,0.865665415,330000,500000,19e,0.788437542,Y70
NY31,0.846846847,1,0.987731897,1,0.983169705,1,0.93877551,1,0.978227655,1,0.992215145,330000,510000,23e,0.975178796,Y70
NY32,0.2,0.951599,0.959821429,0.854785479,0.825934579,0.765033408,0.56875,0.515151515,0.85437788,0.828125,0.898206091,330000,520000,19e,0.747434944,Y70
NY33,0.155555556,0.933275514,0.888392857,0.818481848,0.869158879,0.673719376,0.53125,0.537878788,0.811367127,0.796875,0.929286608,330000,530000,19e,0.722294687,Y70
NY34,0.442477876,0.903744184,0.723006135,0.742268041,0.900110988,0.699519231,0.785185185,0.772277228,0.861386139,0.661290323,0.936337329,330000,540000,25e,0.766145696,Y70
NY35,0.141025641,0.934172721,0.72692184,0.627565982,0.916494845,0.667024705,0.653846154,0.591549296,0.78964213,0.290780142,0.769616027,330000,550000,13e,0.646239953,Y70
NY36,0.362831858,0.908797093,0.719018405,0.742268041,0.980022198,0.771634615,0.822222222,0.851485149,0.806930693,0.709677419,0.978710211,330000,560000,25e,0.786690719,Y70
NY37,0.272030651,0.963259534,0.787533512,0.938596491,1,0.674117647,0.664473684,0.616161616,1,0.843137255,0.973229342,330000,570000,25s,0.793867248,Y70
NY38,0.232142857,0.916019407,0.783590623,0.75390625,0.65462754,0.737309645,0.513513514,0.519480519,0.936405179,0.666666667,0.884884229,330000,580000,19s,0.690776948,Y70
NY39,0.213114754,0.874891853,0.88704,0.759090909,0.744776119,0.617044229,0.348314607,0.285714286,0.848920863,0.592592593,0.885631908,330000,590000,22s,0.641557466,Y70
NY40,0.206060606,0.968099704,1,0.887788779,0.836448598,0.767260579,0.58125,0.522727273,0.837173579,0.828125,0.816020025,340000,500000,19e,0.75008674,Y70
NY41,0.828828829,0.98859985,1,0.992307692,0.988779804,0.954074074,1,0.970588235,0.923605806,1,0.940316112,340000,510000,23e,0.962463673,Y70
NY42,0.183838384,0.960200623,0.971428571,0.877887789,0.855140187,0.829621381,0.55625,0.333333333,0.94500768,0.828125,0.875469337,340000,520000,19e,0.746936571,Y70
NY43,0.177777778,0.922830915,0.797916667,0.772277228,0.860981308,0.710467706,0.725,0.393939394,0.876804916,0.6875,0.925949103,340000,530000,19e,0.713767729,Y70
NY44,0.131914894,0.939220986,0.773558854,0.616477273,0.759276018,0.538043478,0.612121212,0.536585366,0.798275862,0.355371901,0.886673248,340000,540000,10e,0.631592645,Y70
NY45,0.269911504,0.904335438,0.661349693,0.731958763,0.92563818,0.735576923,0.725925926,0.861386139,0.856126238,0.677419355,0.949565936,340000,550000,25e,0.75447219,Y70
NY46,0.092198582,0.949615892,0.801863997,0.599431818,0.752941176,0.535326087,0.618181818,0.512195122,0.776436782,0.338842975,0.890029615,340000,560000,10e,0.624278533,Y70
NY47,0.35840708,0.912076242,0.722699387,0.694158076,0.817980022,0.658653846,0.681481481,0.693069307,0.827660891,0.677419355,0.953493179,340000,570000,25e,0.727008988,Y70
NY48,0.246428571,0.90502711,0.786735277,0.74609375,0.726862302,0.60786802,0.513513514,0.519480519,0.967250571,0.716666667,0.880733945,340000,580000,19s,0.692423659,Y70
NY49,0.245901639,0.869158312,0.91872,0.763636364,0.832835821,0.601941748,0.337078652,0.285714286,0.792881484,0.796296296,0.87962518,340000,590000,22s,0.665799071,Y70
NY50,0.204040404,0.956933431,0.980059524,0.900990099,0.692757009,0.648106904,0.625,0.446969697,0.734869432,0.75,0.803921569,350000,500000,19e,0.703968006,Y70
NY51,0.191919192,0.965148177,0.994642857,0.914191419,0.839953271,0.786191537,0.55,0.325757576,0.892473118,0.8125,0.818940342,350000,510000,19e,0.735610681,Y70
NY52,0.167676768,0.925761185,0.898214286,0.861386139,0.851635514,0.79064588,0.7,0.507575758,0.912442396,0.71875,0.891322486,350000,520000,19e,0.747764583,Y70
NY53,0.173737374,0.924948106,0.769642857,0.808580858,0.922897196,0.733853007,0.66875,0.606060606,0.885099846,0.6875,0.918022528,350000,530000,19e,0.736281125,Y70
NY54,0.17979798,0.921123982,0.788988095,0.749174917,0.83411215,0.628062361,0.65625,0.462121212,0.872196621,0.671875,0.919899875,350000,540000,19e,0.69850929,Y70
NY55,0.314159292,0.901026936,0.88190184,0.735395189,0.829078801,0.719951923,0.762962963,0.752475248,0.881188119,0.693548387,0.909880116,350000,550000,25e,0.761960801,Y70
NY56,0.331858407,0.905330295,0.75797546,0.70790378,0.831298557,0.727163462,0.703703704,0.821782178,0.86200495,0.661290323,0.934477057,350000,560000,25e,0.749526197,Y70
